sample_id	SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS20	SBS21	SBS22	SBS23	SBS24	SBS25	SBS26	SBS27	SBS28	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS41	SBS42	SBS43	SBS44	SBS45	SBS46	SBS47	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS56	SBS57	SBS58	SBS59	SBS60	SBS84	SBS85	SSE	mutation_count
EXTERN-MELA-20140505-015	0	0	0	0	0.675353745348004	0	0	0	0.0624257023950978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136866600982713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055	10498
EXTERN-MELA-20140505-013	0	0	0	0	0.386050859196507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374900228492158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	5293
EXTERN-MELA-20140505-019	0.0612960286021322	0	0	0	0.574089572263143	0	0.122018089812617	0	0.0589799581083805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0811800630478267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054	3000
EXTERN-MELA-20140505-016	0.0890608034966137	0	0	0	0.67745444645762	0	0	0	0.0614732451565578	0	0	0	0	0	0	0	0.0584933373645521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	4820
EXTERN-MELA-20140505-003	0	0.0703261707222453	0	0	0.570650473364094	0	0.0694246655566491	0.129053791758108	0.0502686548460326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	20934
EXTERN-MELA-20140505-001	0	0	0	0	0.710240817958185	0	0	0	0.0717416535540318	0	0	0	0	0	0	0	0.0716529224355819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0768388865149001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	14700
EXTERN-MELA-20140505-009	0.0789690268400008	0	0	0	0.639001657316633	0	0	0	0.0756595859739898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11794102593722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	5860
EXTERN-MELA-20140505-005	0	0	0	0	0.649975281848576	0	0	0	0.0580006805385453	0	0	0	0	0	0	0	0.0744023009004853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0527755485817728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065	8002
EXTERN-MELA-20140505-021	0	0.0792663128740554	0	0	0.628670238861942	0	0	0.0631610832596442	0.0562401615282104	0	0	0	0	0	0	0	0.088174768759937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	6996
EXTERN-MELA-20140505-051	0	0	0	0	0	0	0.564768723043544	0.38936489987195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	403461
EXTERN-MELA-20140505-026	0	0	0	0	0.442052052494442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261180942428608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140453680527059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	21002
EXTERN-MELA-20140514-007	0	0	0	0	0	0	0.800428374292271	0.150832005441323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	218899
EXTERN-MELA-20140514-003	0	0	0	0	0.0541371715805102	0	0.69822049707231	0.201956467042891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026	79306
EXTERN-MELA-20140514-015	0	0	0	0	0	0	0.692022998479018	0.22403001396552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034	66572
EXTERN-MELA-20140514-011	0.0649710581189715	0	0	0	0.435708239557496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.380260802118768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	5958
EXTERN-MELA-20140505-072	0	0	0	0	0.0501533347381153	0	0.65994865517823	0.257732238199423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	53432
EXTERN-MELA-20140505-080	0	0	0	0	0.0789960895956284	0	0.742789983195369	0.178213927209002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	129776
EXTERN-MELA-20140514-001	0	0	0	0	0.0929577410975681	0	0.490725998682614	0.288588342771754	0.0765322127812308	0.0511957046668326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	119643
EXTERN-MELA-20140505-070	0	0.0786319896102108	0	0	0	0	0.644361608912276	0.175218809095095	0.054887758339977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	51460
EXTERN-MELA-20140524-047	0	0	0	0	0	0	0.729055588202687	0.174437802491349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	54622
EXTERN-MELA-20140524-051	0	0	0	0	0.105652002807736	0	0.670522369477368	0.190789327520276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	93542
EXTERN-MELA-20140524-050	0	0	0	0	0.0948719342671008	0	0.63154508319138	0.228583701661338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034	50161
EXTERN-MELA-20140514-046	0	0	0	0	0.240924691886833	0	0.40068059448447	0.15686183077194	0	0.0904967418911075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	7968
EXTERN-MELA-20140514-042	0.0749919678896154	0.053454435944013	0	0	0.603770411488321	0	0	0.103558381108923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0898831359320005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	5873
EXTERN-MELA-20140514-048	0.081712774726074	0	0	0	0.604062855653827	0	0	0	0.0517963765832442	0	0	0	0	0	0	0	0.0785699837978753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909332706354744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	4364
EXTERN-MELA-20140514-025	0	0	0	0	0.685990037698857	0	0.0588039605076809	0	0	0	0	0	0	0	0	0	0.065064459288079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0531226486468986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	15405
EXTERN-MELA-20140514-023	0.0586165013021663	0	0	0	0.584114664580302	0	0.10170686091669	0	0	0.121373996400578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0554839859551525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	3507
EXTERN-MELA-20140514-036	0	0.0723223217257104	0	0	0.316059656035978	0	0.207273156745037	0.31343607119958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	27693
EXTERN-MELA-20140514-034	0.0652158680614141	0	0	0	0.717955878004853	0	0	0	0.0702677281411088	0	0	0	0	0	0	0	0.092859940480339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	6755
EXTERN-MELA-20140514-055	0.0914468366376442	0	0	0	0.733089835023882	0	0	0	0.0621678285785961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0547855637382061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	8978
EXTERN-MELA-20140514-053	0.0746213567606311	0.0578762129082092	0	0	0.625285000083814	0	0	0.0673295694636992	0.0648772564676375	0	0	0	0	0	0	0	0.0546023365506044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	8801
EXTERN-MELA-20140524-007	0	0	0	0	0	0	0.663802385762414	0.216860392365338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033	117352
EXTERN-MELA-20140524-005	0	0	0	0	0	0	0.767285990478237	0.208341065292375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	231646
EXTERN-MELA-20140526-058	0	0	0	0	0	0	0.715121480942861	0.223040407523344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	126834
EXTERN-MELA-20140526-056	0	0	0	0	0.175096967298924	0	0.530250187672914	0.230412569232213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	200462
EXTERN-MELA-20140526-103	0	0	0	0	0	0	0.874133870282159	0.0853427513323383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034	265348
EXTERN-MELA-20140526-102	0	0	0	0	0.151626539264851	0	0.538042051993375	0.223752215327438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	52414
EXTERN-MELA-20140526-100	0	0	0	0	0	0	0.734060845366227	0.142631862033761	0.0582395755851124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	917039
EXTERN-MELA-20140526-038	0	0	0	0	0.067993474534058	0	0.609291539060696	0.233377411702757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	102774
EXTERN-MELA-20140526-029	0	0	0	0	0	0	0.669419383977554	0.268656093882342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	154066
EXTERN-MELA-20140526-027	0	0	0	0	0.0666544849376427	0	0.644129963239327	0.233385577397708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	164063
EXTERN-MELA-20140526-046	0	0	0	0	0.10206962191899	0	0.501638985315861	0.342656954490751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	66983
EXTERN-MELA-20140526-044	0	0	0	0	0.108652044434814	0	0.676513856123298	0.207360976003075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	62150
EXTERN-MELA-20140526-021	0	0	0	0	0.091239273836172	0	0.642815547652449	0.192589709197591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	82931
EXTERN-MELA-20140526-074	0	0	0	0	0	0	0.761614216342546	0.221430968462477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	115442
EXTERN-MELA-20140526-054	0	0	0	0	0	0	0.566633728147921	0.350507518557661	0.0594145554414463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	517899
EXTERN-MELA-20140526-052	0	0	0	0	0.055674962509705	0	0.649231993134114	0.243543936733391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	175530
EXTERN-MELA-20140526-064	0.0590347708820452	0	0	0	0.547145139435322	0	0	0.0982578100239993	0	0	0	0	0	0	0	0	0.0608704566983275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101833819177723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	8537
EXTERN-MELA-20140526-060	0	0	0	0	0.0681752043625906	0	0.709147812953485	0.221843016255901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	77083
EXTERN-MELA-20140526-091	0	0	0	0	0.0740431487480159	0	0.605754510128673	0.231277976214919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	80606
EXTERN-MELA-20140526-089	0	0	0	0	0.172282367902733	0	0.528693374170769	0.2236537830924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	12647
EXTERN-MELA-20140528-001	0	0	0	0	0	0	0.719858319692003	0.151631337794716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	115030
EXTERN-MELA-20140526-098	0	0	0	0	0.053887129548144	0	0.668502438942843	0.189809962768935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572191364154917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	83312
EXTERN-MELA-20140526-083	0	0	0	0	0	0	0.580616544846495	0.345535562698733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	481051
EXTERN-MELA-20140526-081	0	0	0	0	0	0	0.732585018440644	0.184581976859955	0.052202138612735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	157192
EXTERN-MELA-20140528-007	0	0	0	0	0.0823144200899432	0	0.702004687756446	0.208300121259438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	34294
EXTERN-MELA-20140528-003	0	0	0	0	0	0	0.708820173614842	0.223652611627246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	77792
EXTERN-MELA-20140924-020	0	0	0	0	0.0500050945693861	0	0.768576147897382	0.181418757533232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	314536
EXTERN-MELA-20140530-011	0	0	0	0	0.0589891195483177	0	0.623588239223281	0.237414480588699	0.052202338609377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	97448
